Date,DayOfWeek,Time,Computers,Silent,Quiet,Active,Other,Total
3/1/2019,Friday,12:30 PM,7,0,1,2,2,12
3/1/2019,Friday,1:30 PM,2,1,3,1,1,8
3/1/2019,Friday,5:30 PM,5,3,6,4,0,18
3/1/2019,Friday,6:30 PM,11,3,6,5,0,25
3/1/2019,Friday,7:30 PM,5,3,5,1,0,14
3/1/2019,Friday,8:30 PM,1,2,3,2,0,8
3/2/2019,Saturday,10:30 AM,3,1,1,0,0,5
3/2/2019,Saturday,11:30 AM,9,0,3,1,0,13
3/2/2019,Saturday,12:30 PM,5,1,4,0,0,10
3/2/2019,Saturday,1:30 PM,7,1,2,0,0,10
3/2/2019,Saturday,2:30 PM,4,0,3,3,0,10
3/2/2019,Saturday,3:30 PM,10,0,3,2,0,15
3/2/2019,Saturday,4:30 PM,12,1,3,6,0,22
3/4/2019,Monday,10:30 AM,22,5,14,5,0,46
3/4/2019,Monday,1:30 PM,25,4,14,2,1,46
3/4/2019,Monday,2:30 PM,28,5,17,4,4,58
3/4/2019,Monday,3:30 PM,22,3,12,3,2,42
3/4/2019,Monday,4:30 PM,20,6,15,5,0,46
3/4/2019,Monday,5:30 PM,12,4,25,11,1,53
3/4/2019,Monday,6:30 PM,8,4,8,4,2,26
3/4/2019,Monday,7:30 PM,7,2,10,2,0,21
3/4/2019,Monday,8:30 PM,9,2,5,2,0,18
3/5/2019,Tuesday,9:30 AM,15,3,16,3,2,39
3/5/2019,Tuesday,10:30 AM,24,7,21,3,3,58
3/5/2019,Tuesday,1:30 PM,23,10,23,4,2,62
3/5/2019,Tuesday,2:30 PM,20,10,12,1,1,44
3/5/2019,Tuesday,3:30 PM,15,5,18,3,0,41
3/5/2019,Tuesday,4:30 PM,13,9,16,4,0,42
3/5/2019,Tuesday,5:30 PM,10,8,10,0,1,29
3/5/2019,Tuesday,6:30 PM,16,3,7,2,0,28
3/5/2019,Tuesday,7:30 PM,9,4,6,2,0,21
3/5/2019,Tuesday,8:30 PM,10,3,6,0,0,19
3/6/2019,Wednesday,7:30 AM,1,0,0,0,0,1
3/6/2019,Wednesday,8:30 AM,17,9,8,3,1,38
3/6/2019,Wednesday,9:30 AM,21,5,17,5,0,48
3/6/2019,Wednesday,10:30 AM,32,13,26,13,4,88
3/6/2019,Wednesday,11:30 AM,24,14,24,12,6,80
3/6/2019,Wednesday,1:30 PM,30,8,23,8,2,71
3/6/2019,Wednesday,2:30 PM,31,8,14,2,4,59
3/6/2019,Wednesday,3:30 PM,21,7,13,3,3,47
3/6/2019,Wednesday,4:30 PM,18,6,12,4,0,40
3/6/2019,Wednesday,5:30 PM,16,3,6,4,0,29
3/6/2019,Wednesday,8:30 PM,9,5,5,1,0,20
3/7/2019,Thursday,7:30 AM,11,0,1,1,0,13
3/7/2019,Thursday,8:30 AM,18,1,9,5,0,33
3/7/2019,Thursday,9:30 AM,14,3,14,3,0,34
3/7/2019,Thursday,10:30 AM,17,8,24,15,1,65
3/7/2019,Thursday,11:30 AM,18,4,20,4,1,47
3/7/2019,Thursday,12:30 PM,33,7,39,8,5,92
3/7/2019,Thursday,1:30 PM,11,6,9,1,0,27
3/7/2019,Thursday,2:30 PM,13,7,14,4,0,38
3/7/2019,Thursday,3:30 PM,27,7,8,2,6,50
3/7/2019,Thursday,4:30 PM,29,7,12,2,2,52
3/7/2019,Thursday,5:30 PM,20,3,9,4,0,36
3/7/2019,Thursday,6:30 PM,14,2,7,3,0,26
3/7/2019,Thursday,7:30 PM,7,3,4,4,0,18
3/7/2019,Thursday,8:30 PM,4,2,3,2,0,11
3/8/2019,Friday,7:30 AM,1,0,1,0,0,2
3/8/2019,Friday,8:30 AM,5,0,1,1,0,7
3/8/2019,Friday,9:30 AM,9,1,4,4,1,19
3/8/2019,Friday,10:30 AM,11,2,4,2,4,23
3/8/2019,Friday,11:30 AM,6,2,3,1,1,13
3/8/2019,Friday,12:30 PM,11,4,6,0,0,21
3/8/2019,Friday,1:30 PM,10,5,6,0,0,21
3/8/2019,Friday,5:30 PM,5,5,1,3,0,14
3/8/2019,Friday,6:30 PM,6,3,4,2,0,15
3/8/2019,Friday,7:30 PM,6,4,6,0,0,16
3/8/2019,Friday,8:30 PM,6,2,4,0,0,12
3/9/2019,Saturday,9:30 AM,1,0,0,0,0,1
3/9/2019,Saturday,10:30 AM,5,0,5,0,0,10
3/9/2019,Saturday,11:30 AM,6,0,4,0,0,10
3/9/2019,Saturday,1:30 PM,11,1,3,1,0,16
3/9/2019,Saturday,2:30 PM,19,1,7,1,0,28
3/9/2019,Saturday,3:30 PM,10,1,5,1,0,17
3/9/2019,Saturday,4:30 PM,13,0,3,2,0,18
3/9/2019,Saturday,5:30 PM,0,0,0,0,0,0
3/11/2019,Monday,7:30 AM,3,0,0,0,0,3
3/11/2019,Monday,8:30 AM,9,5,5,2,0,21
3/11/2019,Monday,9:30 AM,15,5,14,7,0,41
3/11/2019,Monday,10:30 AM,25,6,19,6,5,61
3/11/2019,Monday,11:30 AM,22,7,22,12,0,63
3/11/2019,Monday,12:30 PM,34,13,30,13,1,91
3/11/2019,Monday,1:30 PM,26,8,14,9,1,58
3/11/2019,Monday,2:30 PM,26,7,20,3,2,58
3/11/2019,Monday,3:30 PM,19,8,12,0,2,41
3/11/2019,Monday,4:30 PM,32,11,9,0,3,55
3/11/2019,Monday,5:30 PM,26,10,12,2,1,51
3/12/2019,Tuesday,8:30 AM,4,1,3,2,0,10
3/12/2019,Tuesday,9:30 AM,13,4,16,0,3,36
3/12/2019,Tuesday,10:30 AM,27,7,28,8,1,71
3/12/2019,Tuesday,11:30 AM,23,4,22,6,2,57
3/12/2019,Tuesday,1:30 PM,14,11,14,3,7,49
3/12/2019,Tuesday,2:30 PM,11,9,13,3,3,39
3/12/2019,Tuesday,3:30 PM,19,4,13,4,0,40
3/12/2019,Tuesday,4:30 PM,14,7,11,3,1,36
3/12/2019,Tuesday,5:30 PM,19,7,11,8,3,48
3/12/2019,Tuesday,7:30 PM,15,0,8,4,3,30
3/12/2019,Tuesday,8:30 PM,11,1,7,0,1,20
3/13/2019,Wednesday,7:30 AM,3,0,1,0,0,4
3/13/2019,Wednesday,8:30 AM,10,5,11,1,0,27
3/13/2019,Wednesday,9:30 AM,14,5,15,3,2,39
3/13/2019,Wednesday,10:30 AM,28,10,27,10,2,77
3/13/2019,Wednesday,11:30 AM,17,12,24,9,1,63
3/13/2019,Wednesday,12:30 PM,26,13,46,15,3,103
3/13/2019,Wednesday,1:30 PM,16,14,16,9,1,56
3/13/2019,Wednesday,2:30 PM,25,6,2,4,3,40
3/13/2019,Wednesday,3:30 PM,25,8,9,2,1,45
3/13/2019,Wednesday,4:30 PM,28,8,14,1,1,52
3/13/2019,Wednesday,5:30 PM,12,4,12,2,3,33
3/13/2019,Wednesday,6:30 PM,14,4,13,1,1,33
3/13/2019,Wednesday,7:30 PM,17,2,11,1,0,31
3/13/2019,Wednesday,8:30 PM,9,1,1,2,1,14
3/14/2019,Thursday,7:30 AM,8,0,0,0,0,8
3/14/2019,Thursday,8:30 AM,12,1,9,3,0,25
3/14/2019,Thursday,9:30 AM,15,4,25,2,5,51
3/14/2019,Thursday,10:30 AM,19,7,25,11,2,64
3/14/2019,Thursday,11:30 AM,25,7,14,6,3,55
3/14/2019,Thursday,12:30 PM,22,11,31,5,3,72
3/14/2019,Thursday,1:30 PM,20,7,17,0,1,45
3/14/2019,Thursday,2:30 PM,20,4,11,7,0,42
3/14/2019,Thursday,3:30 PM,22,6,9,6,5,48
3/14/2019,Thursday,4:30 PM,24,4,5,3,6,42
3/14/2019,Thursday,5:30 PM,26,2,10,3,4,45
3/14/2019,Thursday,6:30 PM,9,1,7,1,2,20
3/14/2019,Thursday,8:30 PM,3,1,0,2,0,6
3/15/2019,Friday,7:30 AM,1,0,0,0,0,1
3/15/2019,Friday,8:30 AM,4,0,0,0,0,4
3/15/2019,Friday,9:30 AM,3,0,0,0,0,3
3/15/2019,Friday,11:30 AM,9,0,0,0,1,10
3/15/2019,Friday,12:30 PM,10,0,0,0,1,11
3/15/2019,Friday,1:30 PM,3,0,2,0,2,7
3/15/2019,Friday,2:30 PM,7,0,3,0,1,11
3/15/2019,Friday,5:30 PM,4,0,1,0,1,6
3/15/2019,Friday,6:30 PM,7,0,2,0,0,9
3/15/2019,Friday,7:30 PM,5,1,2,0,0,8
3/15/2019,Friday,8:30 PM,5,0,0,0,0,5
3/16/2019,Saturday,10:30 AM,3,0,0,1,3,7
3/16/2019,Saturday,11:30 AM,5,0,0,0,5,10
3/16/2019,Saturday,12:30 PM,5,0,1,0,4,10
3/16/2019,Saturday,1:30 PM,9,2,1,0,1,13
3/16/2019,Saturday,2:30 PM,7,2,0,0,0,9
3/16/2019,Saturday,3:30 PM,4,1,0,0,0,5
3/16/2019,Saturday,4:30 PM,3,0,3,0,0,6
3/16/2019,Saturday,5:30 PM,3,0,0,0,0,3
3/25/2019,Monday,7:30 AM,7,0,1,0,1,9
3/25/2019,Monday,8:30 AM,15,3,8,2,0,28
3/25/2019,Monday,9:30 AM,21,4,14,5,0,44
3/25/2019,Monday,10:30 AM,22,7,27,7,0,63
3/25/2019,Monday,11:30 AM,37,4,21,8,0,70
3/25/2019,Monday,12:30 PM,30,10,30,10,0,80
3/25/2019,Monday,1:30 PM,39,9,25,11,1,85
3/25/2019,Monday,2:30 PM,15,7,13,0,0,35
3/25/2019,Monday,3:30 PM,20,6,8,1,3,38
3/25/2019,Monday,4:30 PM,31,3,9,0,0,43
3/25/2019,Monday,6:30 PM,8,2,4,0,1,15
3/25/2019,Monday,7:30 PM,11,2,5,0,0,18
3/25/2019,Monday,8:30 PM,7,4,1,0,1,13
3/26/2019,Tuesday,7:30 AM,2,1,3,0,0,6
3/26/2019,Tuesday,8:30 AM,4,1,3,0,2,10
3/26/2019,Tuesday,9:30 AM,18,2,6,3,2,31
3/26/2019,Tuesday,10:30 AM,20,7,26,10,6,69
3/26/2019,Tuesday,11:30 AM,42,6,25,3,5,81
3/26/2019,Tuesday,12:30 PM,44,9,31,7,4,95
3/26/2019,Tuesday,1:30 PM,34,9,15,3,2,63
3/26/2019,Tuesday,2:30 PM,29,8,14,7,5,63
3/26/2019,Tuesday,3:30 PM,23,5,13,2,3,46
3/26/2019,Tuesday,5:30 PM,12,7,13,3,1,36
3/26/2019,Tuesday,6:30 PM,6,3,4,3,0,16
3/26/2019,Tuesday,7:30 PM,8,2,2,2,1,15
3/26/2019,Tuesday,8:30 PM,6,1,5,2,0,14
3/27/2019,Wednesday,7:30 AM,3,0,0,0,1,4
3/27/2019,Wednesday,8:30 AM,11,2,7,1,0,21
3/27/2019,Wednesday,9:30 AM,14,2,16,4,0,36
3/27/2019,Wednesday,10:30 AM,22,5,22,7,0,56
3/27/2019,Wednesday,11:30 AM,18,8,18,8,0,52
3/27/2019,Wednesday,12:30 PM,28,14,40,5,0,87
3/27/2019,Wednesday,1:30 PM,23,8,19,4,1,55
3/27/2019,Wednesday,2:30 PM,24,7,18,0,2,51
3/27/2019,Wednesday,3:30 PM,16,6,11,1,2,36
3/27/2019,Wednesday,4:30 PM,18,6,10,1,2,37
3/27/2019,Wednesday,5:30 PM,16,5,12,1,0,34
3/27/2019,Wednesday,6:30 PM,9,2,12,1,1,25
3/27/2019,Wednesday,7:30 PM,10,1,7,1,0,19
3/27/2019,Wednesday,8:30 PM,9,1,4,1,0,15
3/28/2019,Thursday,7:30 AM,4,0,2,0,0,6
3/28/2019,Thursday,8:30 AM,10,0,3,1,1,15
3/28/2019,Thursday,9:30 AM,7,1,7,4,2,21
3/28/2019,Thursday,10:30 AM,18,2,24,3,1,48
3/28/2019,Thursday,11:30 AM,27,6,17,5,3,58
3/28/2019,Thursday,12:30 PM,34,13,38,9,5,99
3/28/2019,Thursday,1:30 PM,32,8,20,2,3,65
3/28/2019,Thursday,2:30 PM,18,6,11,6,0,41
3/28/2019,Thursday,3:30 PM,24,6,12,4,3,49
3/28/2019,Thursday,4:30 PM,16,3,16,6,0,41
3/28/2019,Thursday,6:30 PM,8,3,8,1,0,20
3/28/2019,Thursday,7:30 PM,6,2,4,0,0,12
3/28/2019,Thursday,8:30 PM,7,1,2,0,0,10
3/29/2019,Friday,7:30 AM,0,0,0,0,0,0
3/29/2019,Friday,8:30 AM,0,1,0,0,0,1
3/29/2019,Friday,9:30 AM,5,1,2,0,0,8
3/29/2019,Friday,10:30 AM,6,0,1,0,0,7
3/29/2019,Friday,11:30 AM,6,2,4,5,2,19
3/29/2019,Friday,12:30 PM,8,2,7,2,1,20
3/29/2019,Friday,5:30 PM,5,1,3,0,0,9
3/29/2019,Friday,6:30 PM,3,3,3,0,0,9
3/29/2019,Friday,7:30 PM,6,1,5,0,0,12
3/29/2019,Friday,8:30 PM,2,3,2,0,0,7
3/30/2019,Saturday,9:30 AM,0,0,0,0,0,0
3/30/2019,Saturday,10:30 AM,0,0,0,0,0,0
3/30/2019,Saturday,11:30 AM,8,1,2,0,0,11
3/30/2019,Saturday,12:30 PM,2,1,3,2,1,9
3/30/2019,Saturday,1:30 PM,5,0,2,1,0,8
3/30/2019,Saturday,2:30 PM,4,0,2,3,1,10
3/30/2019,Saturday,3:30 PM,4,0,3,0,1,8
3/30/2019,Saturday,4:30 PM,3,0,2,0,0,5
3/30/2019,Saturday,5:30 PM,0,1,1,0,4,6
4/1/2019,Monday,7:30 AM,4,0,1,0,0,5
4/1/2019,Monday,8:30 AM,14,2,7,0,0,23
4/1/2019,Monday,9:30 AM,25,4,7,5,6,47
4/1/2019,Monday,10:30 AM,27,7,14,7,3,58
4/1/2019,Monday,11:30 AM,18,8,15,9,0,50
4/1/2019,Monday,12:30 PM,43,15,42,18,0,118
4/1/2019,Monday,1:30 PM,20,4,25,12,1,62
4/1/2019,Monday,2:30 PM,26,6,27,3,2,64
4/1/2019,Monday,4:30 PM,27,4,19,2,1,53
4/1/2019,Monday,5:30 PM,15,8,11,1,1,36
4/1/2019,Monday,6:30 PM,8,4,10,1,0,23
4/1/2019,Monday,7:30 PM,10,2,8,1,0,21
4/1/2019,Monday,8:30 PM,5,3,9,0,3,20
4/2/2019,Tuesday,7:30 AM,2,0,0,0,0,2
4/2/2019,Tuesday,8:30 AM,7,1,5,2,1,16
4/2/2019,Tuesday,9:30 AM,11,1,9,1,1,23
4/2/2019,Tuesday,10:30 AM,19,6,14,4,1,44
4/2/2019,Tuesday,11:30 AM,20,11,20,5,0,56
4/2/2019,Tuesday,12:30 PM,45,14,43,13,0,115
4/2/2019,Tuesday,1:30 PM,30,6,17,3,3,59
4/2/2019,Tuesday,2:30 PM,12,8,13,25,3,61
4/2/2019,Tuesday,3:30 PM,15,5,12,3,1,36
4/2/2019,Tuesday,4:30 PM,10,4,8,4,0,26
4/2/2019,Tuesday,5:30 PM,10,6,10,0,1,27
4/2/2019,Tuesday,6:30 PM,7,4,5,0,0,16
4/2/2019,Tuesday,7:30 PM,20,5,7,0,2,34
4/3/2019,Wednesday,7:30 AM,3,0,1,0,0,4
4/3/2019,Wednesday,8:30 AM,10,2,9,2,0,23
4/3/2019,Wednesday,9:30 AM,11,7,20,4,5,47
4/3/2019,Wednesday,10:30 AM,34,7,21,10,0,72
4/3/2019,Wednesday,11:30 AM,18,10,24,4,1,57
4/3/2019,Wednesday,12:30 PM,36,14,37,10,2,99
4/3/2019,Wednesday,1:30 PM,15,8,11,11,2,47
4/3/2019,Wednesday,2:30 PM,27,7,14,4,2,54
4/3/2019,Wednesday,3:30 PM,15,5,14,2,1,37
4/3/2019,Wednesday,4:30 PM,12,3,7,3,0,25
4/3/2019,Wednesday,6:30 PM,18,3,10,1,2,34
4/3/2019,Wednesday,7:30 PM,16,3,3,0,2,24
4/3/2019,Wednesday,8:30 PM,14,1,4,0,0,19
4/4/2019,Thursday,7:30 AM,4,0,0,0,0,4
4/4/2019,Thursday,8:30 AM,7,0,7,1,0,15
4/4/2019,Thursday,9:30 AM,11,2,18,4,1,36
4/4/2019,Thursday,10:30 AM,30,4,27,2,1,64
4/4/2019,Thursday,11:30 AM,16,4,14,3,1,38
4/4/2019,Thursday,12:30 PM,31,7,27,5,2,72
4/4/2019,Thursday,1:30 PM,15,14,12,1,0,42
4/4/2019,Thursday,2:30 PM,29,8,12,7,0,56
4/4/2019,Thursday,3:30 PM,20,6,8,6,0,40
4/4/2019,Thursday,5:30 PM,22,3,13,4,0,42
4/4/2019,Thursday,6:30 PM,6,3,9,2,0,20
4/4/2019,Thursday,7:30 PM,7,4,5,2,0,18
4/4/2019,Thursday,8:30 PM,4,2,4,1,0,11
4/5/2019,Friday,7:30 AM,2,0,0,0,0,2
4/5/2019,Friday,8:30 AM,3,0,0,0,1,4
4/5/2019,Friday,9:30 AM,9,1,8,1,0,19
4/5/2019,Friday,10:30 AM,5,0,2,1,0,8
4/5/2019,Friday,11:30 AM,15,2,0,2,1,20
4/5/2019,Friday,5:30 PM,10,4,7,1,0,22
4/5/2019,Friday,6:30 PM,7,1,3,1,0,12
4/5/2019,Friday,7:30 PM,9,0,4,1,0,14
4/5/2019,Friday,8:30 PM,4,1,4,2,0,11
4/6/2019,Saturday,9:30 AM,0,0,0,1,0,1
4/6/2019,Saturday,10:30 AM,2,1,5,1,0,9
4/6/2019,Saturday,11:30 AM,2,3,6,0,0,11
4/6/2019,Saturday,12:30 PM,7,2,5,1,0,15
4/6/2019,Saturday,1:30 PM,0,4,5,4,0,13
4/6/2019,Saturday,2:30 PM,8,2,3,0,0,13
4/6/2019,Saturday,3:30 PM,11,0,3,0,0,14
4/6/2019,Saturday,4:30 PM,6,0,4,0,0,10
4/6/2019,Saturday,5:30 PM,2,0,0,0,0,2
4/8/2019,Monday,7:30 AM,7,0,1,0,0,8
4/8/2019,Monday,8:30 AM,11,2,6,1,0,20
4/8/2019,Monday,9:30 AM,17,3,10,3,0,33
4/8/2019,Monday,10:30 AM,26,3,16,7,0,52
4/8/2019,Monday,11:30 AM,18,4,21,5,4,52
4/8/2019,Monday,12:30 PM,34,11,43,13,3,104
4/8/2019,Monday,1:30 PM,32,5,22,8,2,69
4/8/2019,Monday,2:30 PM,26,5,16,4,2,53
4/8/2019,Monday,3:30 PM,18,6,8,1,0,33
4/8/2019,Monday,4:30 PM,9,7,1,2,0,19
4/8/2019,Monday,5:30 PM,9,7,1,2,0,19
4/8/2019,Monday,6:30 PM,8,3,1,0,1,13
4/8/2019,Monday,7:30 PM,17,0,6,0,0,23
4/8/2019,Monday,8:30 PM,5,1,3,0,1,10
4/9/2019,Tuesday,7:30 AM,1,0,0,0,0,1
4/9/2019,Tuesday,8:30 AM,12,5,8,20,0,45
4/9/2019,Tuesday,9:30 AM,18,1,11,5,1,36
4/9/2019,Tuesday,10:30 AM,26,5,19,7,3,60
4/9/2019,Tuesday,11:30 AM,30,9,23,7,2,71
4/9/2019,Tuesday,12:30 PM,44,5,33,12,4,98
4/9/2019,Tuesday,1:30 PM,24,6,15,7,0,52
4/9/2019,Tuesday,2:30 PM,18,2,12,8,1,41
4/9/2019,Tuesday,3:30 PM,14,2,11,2,0,29
4/9/2019,Tuesday,4:30 PM,14,1,8,3,1,27
4/9/2019,Tuesday,5:30 PM,12,5,12,3,0,32
4/9/2019,Tuesday,6:30 PM,9,3,7,1,0,20
4/9/2019,Tuesday,7:30 PM,9,4,11,0,0,24
4/9/2019,Tuesday,8:30 PM,4,4,11,0,0,19
4/10/2019,Wednesday,7:30 AM,1,0,1,0,0,2
4/10/2019,Wednesday,8:30 AM,9,2,9,1,0,21
4/10/2019,Wednesday,9:30 AM,17,4,12,3,0,36
4/10/2019,Wednesday,10:30 AM,26,5,31,8,0,70
4/10/2019,Wednesday,11:30 AM,26,5,21,10,1,63
4/10/2019,Wednesday,12:30 PM,36,12,34,14,2,98
4/10/2019,Wednesday,1:30 PM,29,5,17,2,2,55
4/10/2019,Wednesday,2:30 PM,21,4,14,0,2,41
4/10/2019,Wednesday,3:30 PM,17,4,10,0,2,33
4/10/2019,Wednesday,5:30 PM,9,3,11,1,0,24
4/10/2019,Wednesday,6:30 PM,11,3,10,1,0,25
4/10/2019,Wednesday,7:30 PM,13,1,5,0,0,19
4/10/2019,Wednesday,8:30 PM,10,1,5,0,1,17
4/11/2019,Thursday,7:30 AM,2,1,0,0,2,5
4/11/2019,Thursday,8:30 AM,11,1,7,2,1,22
4/11/2019,Thursday,9:30 AM,14,1,14,1,2,32
4/11/2019,Thursday,10:30 AM,15,3,30,2,1,51
4/11/2019,Thursday,11:30 AM,37,4,24,2,5,72
4/11/2019,Thursday,12:30 PM,34,7,41,7,2,91
4/11/2019,Thursday,1:30 PM,26,6,10,2,0,44
4/11/2019,Thursday,4:30 PM,16,5,12,4,2,39
4/11/2019,Thursday,5:30 PM,15,2,14,2,1,34
4/11/2019,Thursday,6:30 PM,11,0,8,0,0,19
4/11/2019,Thursday,7:30 PM,8,0,3,1,0,12
4/11/2019,Thursday,8:30 PM,5,0,2,2,0,9
4/12/2019,Friday,7:30 AM,0,0,0,0,0,0
4/12/2019,Friday,8:30 AM,2,0,2,0,0,4
4/12/2019,Friday,9:30 AM,6,1,4,0,0,11
4/12/2019,Friday,10:30 AM,11,2,4,0,0,17
4/12/2019,Friday,12:30 PM,7,1,7,2,1,18
4/12/2019,Friday,1:30 PM,8,4,5,1,3,21
4/12/2019,Friday,4:30 PM,10,2,5,0,0,17
4/12/2019,Friday,5:30 PM,13,2,4,2,2,23
4/12/2019,Friday,6:30 PM,12,4,8,0,0,24
4/12/2019,Friday,7:30 PM,10,2,4,0,2,18
4/12/2019,Friday,8:30 PM,3,2,3,0,0,8
4/13/2019,Saturday,9:30 AM,3,0,0,0,0,3
4/13/2019,Saturday,10:30 AM,4,0,1,0,0,5
4/13/2019,Saturday,11:30 AM,3,0,1,0,0,4
4/13/2019,Saturday,12:30 PM,10,0,3,0,1,14
4/13/2019,Saturday,1:30 PM,12,0,2,1,0,15
4/13/2019,Saturday,4:30 PM,8,0,1,1,0,10
4/15/2019,Monday,7:30 AM,2,0,1,0,1,4
4/15/2019,Monday,8:30 AM,19,7,8,1,0,35
4/15/2019,Monday,9:30 AM,24,7,13,10,0,54
4/15/2019,Monday,10:30 AM,21,7,17,9,0,54
4/15/2019,Monday,11:30 AM,25,12,29,7,2,75
4/15/2019,Monday,12:30 PM,41,18,39,8,5,111
4/15/2019,Monday,1:30 PM,22,6,20,6,2,56
4/15/2019,Monday,2:30 PM,23,9,11,3,2,48
4/15/2019,Monday,3:30 PM,25,10,15,6,3,59
4/15/2019,Monday,4:30 PM,20,9,13,4,2,48
4/15/2019,Monday,5:30 PM,30,5,13,1,0,49
4/15/2019,Monday,6:30 PM,25,3,15,1,2,46
4/15/2019,Monday,7:30 PM,14,2,12,0,0,28
4/15/2019,Monday,8:30 PM,12,1,4,0,2,19
4/16/2019,Tuesday,10:30 AM,34,6,26,5,3,74
4/16/2019,Tuesday,11:30 AM,32,7,29,7,5,80
4/16/2019,Tuesday,12:30 PM,44,10,38,7,2,101
4/16/2019,Tuesday,1:30 PM,21,8,17,5,2,53
4/16/2019,Tuesday,2:30 PM,28,6,15,5,0,54
4/16/2019,Tuesday,3:30 PM,26,5,16,7,0,54
4/16/2019,Tuesday,4:30 PM,21,5,7,7,1,41
4/16/2019,Tuesday,5:30 PM,18,3,6,0,2,29
4/16/2019,Tuesday,6:30 PM,17,4,10,1,0,32
4/16/2019,Tuesday,7:30 PM,13,2,7,1,0,23
4/17/2019,Wednesday,7:30 AM,5,0,3,0,0,8
4/17/2019,Wednesday,8:30 AM,10,5,4,1,1,21
4/17/2019,Wednesday,9:30 AM,19,5,12,5,3,44
4/17/2019,Wednesday,10:30 AM,22,9,18,7,0,56
4/17/2019,Wednesday,11:30 AM,16,7,20,8,1,52
4/17/2019,Wednesday,12:30 PM,40,13,36,14,3,106
4/18/2019,Thursday,7:30 AM,3,1,0,0,0,4
4/18/2019,Thursday,8:30 AM,6,3,3,1,1,14
4/18/2019,Thursday,10:30 AM,25,5,20,9,1,60
4/18/2019,Thursday,8:30 AM,6,3,3,1,1,14
4/18/2019,Thursday,9:30 AM,21,3,12,9,0,45
4/18/2019,Thursday,10:30 AM,25,5,20,9,1,60
4/18/2019,Thursday,11:30 AM,24,9,29,6,1,69
4/18/2019,Thursday,12:30 PM,37,4,35,8,3,87
4/18/2019,Thursday,1:30 PM,31,4,16,3,3,57
4/18/2019,Thursday,2:30 PM,15,7,8,3,2,35
4/18/2019,Thursday,3:30 PM,15,6,8,3,3,35
4/18/2019,Thursday,4:30 PM,17,5,5,1,0,28
4/18/2019,Thursday,5:30 PM,14,5,13,0,0,32
4/18/2019,Thursday,6:30 PM,11,3,3,1,0,18
4/18/2019,Thursday,7:30 PM,7,3,6,1,0,17
4/19/2019,Friday,7:30 AM,2,0,0,0,0,2
4/19/2019,Friday,8:30 AM,3,0,0,0,0,3
4/19/2019,Friday,9:30 AM,2,1,0,0,0,3
4/19/2019,Friday,10:30 AM,7,1,5,0,0,13
4/19/2019,Friday,11:30 AM,9,2,4,2,0,17
4/19/2019,Friday,12:30 PM,15,6,4,4,1,30
4/19/2019,Friday,1:30 PM,10,2,3,0,0,15
4/19/2019,Friday,5:30 PM,6,0,1,0,0,7
4/19/2019,Friday,6:30 PM,12,1,1,0,0,14
4/19/2019,Friday,7:30 PM,8,1,1,0,0,10
4/19/2019,Friday,8:30 PM,6,1,1,0,0,8
4/20/2019,Saturday,9:30 AM,0,0,1,0,0,1
4/20/2019,Saturday,10:30 AM,1,0,2,0,0,3
4/20/2019,Saturday,11:30 AM,3,0,3,0,0,6
4/20/2019,Saturday,12:30 PM,3,0,1,0,0,4
4/20/2019,Saturday,1:30 PM,6,0,4,0,0,10
4/20/2019,Saturday,2:30 PM,15,0,5,2,0,22
4/20/2019,Saturday,3:30 PM,16,0,6,3,0,25
4/20/2019,Saturday,4:30 PM,7,0,4,2,0,13
4/20/2019,Saturday,5:30 PM,1,0,0,0,0,1
4/22/2019,Monday,7:30 AM,7,0,0,0,0,7
4/22/2019,Monday,8:30 AM,12,1,11,1,0,25
4/22/2019,Monday,9:30 AM,14,4,20,6,0,44
4/22/2019,Monday,10:30 AM,20,6,20,4,0,50
4/22/2019,Monday,11:30 AM,22,6,18,6,3,55
4/22/2019,Monday,12:30 PM,34,10,28,17,9,98
4/22/2019,Monday,1:30 PM,30,8,15,4,3,60
4/22/2019,Monday,3:30 PM,21,7,12,5,2,47
4/22/2019,Monday,4:30 PM,23,9,9,2,2,45
4/22/2019,Monday,5:30 PM,20,5,11,2,0,38
4/22/2019,Monday,6:30 PM,12,3,6,2,0,23
4/22/2019,Monday,7:30 PM,14,4,6,1,0,25
4/23/2019,Tuesday,7:30 AM,3,0,0,0,0,3
4/23/2019,Tuesday,8:30 AM,14,3,15,3,0,35
4/23/2019,Tuesday,9:30 AM,16,5,9,1,0,31
4/23/2019,Tuesday,10:30 AM,24,9,20,11,0,64
4/23/2019,Tuesday,11:30 AM,27,6,29,1,0,63
4/23/2019,Tuesday,12:30 PM,39,9,37,3,1,89
4/23/2019,Tuesday,1:30 PM,19,8,24,8,2,61
4/23/2019,Tuesday,2:30 PM,22,6,13,7,2,50
4/23/2019,Tuesday,3:30 PM,16,5,17,4,3,45
4/23/2019,Tuesday,5:30 PM,16,9,8,4,0,37
4/23/2019,Tuesday,6:30 PM,15,5,5,1,0,26
4/23/2019,Tuesday,7:30 PM,14,3,7,0,0,24
4/23/2019,Tuesday,8:30 PM,11,3,2,0,0,16
4/24/2019,Wednesday,7:30 AM,3,0,0,0,0,3
4/24/2019,Wednesday,8:30 AM,11,3,10,0,1,25
4/24/2019,Wednesday,9:30 AM,20,8,15,6,0,49
4/24/2019,Wednesday,10:30 AM,24,5,22,11,0,62
